"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"City Hotel",0,155,2017,"June",23,5,1,1,2,2,0,"BB","DEU","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","225",1,2,"Check-Out","2017-06-07"
"Resort Hotel",0,0,2017,"July",30,29,2,2,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250",NULL,0,"Transient","225",0,1,"Check-Out","2017-08-02"
"Resort Hotel",1,28,2017,"August",31,3,0,2,2,0,0,"BB","PHL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","225",0,0,"Canceled","2017-07-06"
"Resort Hotel",1,56,2017,"July",30,29,2,5,2,0,0,"BB","MAR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","225",0,2,"Canceled","2017-06-03"
"Resort Hotel",1,67,2017,"July",30,29,2,1,2,0,0,"BB","ISR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","225",0,1,"Canceled","2017-07-01"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",1,165,2017,"May",20,19,2,2,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund",NULL,NULL,0,"Transient","225",0,0,"Canceled","2017-01-12"
"City Hotel",0,44,2017,"June",23,9,3,7,2,0,1,"HB","DEU","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","9",NULL,0,"Transient","225",0,1,"Check-Out","2017-06-19"
"City Hotel",0,90,2017,"June",25,19,1,2,3,0,0,"BB","GBR","Direct","Direct",0,0,0,"D","E",1,"No Deposit",NULL,"14",0,"Transient","225",0,3,"Check-Out","2017-06-22"
"Resort Hotel",0,22,2017,"July",31,31,1,4,2,0,0,"BB","SWE","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","225",0,2,"Check-Out","2017-08-05"
"Resort Hotel",0,231,2017,"August",31,2,0,4,2,0,1,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",3,"No Deposit","240",NULL,0,"Transient","225",1,5,"Check-Out","2017-08-06"
"Resort Hotel",0,0,2017,"August",31,4,0,2,1,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",1,"No Deposit",NULL,NULL,0,"Transient","225",0,0,"Check-Out","2017-08-06"
"Resort Hotel",0,134,2017,"August",34,22,0,5,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient-Party","225",0,2,"Check-Out","2017-08-27"
"Resort Hotel",0,0,2017,"August",34,25,0,1,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"C","C",1,"No Deposit","240",NULL,0,"Transient-Party","225",0,0,"Check-Out","2017-08-26"
"City Hotel",0,90,2017,"July",29,22,2,5,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"E","E",2,"No Deposit","9",NULL,0,"Transient","225",0,2,"Check-Out","2017-07-29"
"Resort Hotel",0,3,2017,"June",24,17,0,1,2,0,0,"BB","FRA","Direct","TA/TO",0,0,0,"H","H",1,"No Deposit",NULL,NULL,0,"Transient","225",0,0,"Check-Out","2017-06-18"
"City Hotel",0,2,2016,"August",32,6,1,1,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","225",1,2,"Check-Out","2016-08-08"
"City Hotel",0,105,2017,"August",32,12,1,1,3,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9",NULL,0,"Transient","225",0,0,"Check-Out","2017-08-14"
"Resort Hotel",0,25,2017,"August",32,6,1,0,2,1,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","241",NULL,0,"Transient","224.9",1,1,"Check-Out","2017-08-07"
"Resort Hotel",0,125,2017,"August",31,1,0,1,2,0,0,"HB","BRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","241",NULL,0,"Transient","224.8",1,1,"Check-Out","2017-08-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","B",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",1,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient-Party","224.67",0,0,"Check-Out","2016-01-02"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",0,34,2015,"September",39,23,0,3,2,0,0,"HB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","52",NULL,33,"Transient-Party","224.67",0,0,"Check-Out","2015-09-26"
"City Hotel",1,4,2015,"September",38,16,0,4,2,2,0,"BB","PRT","Online TA","TA/TO",0,1,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","224.5",0,2,"Canceled","2015-09-14"
"Resort Hotel",0,132,2016,"July",30,18,1,3,2,1,0,"BB","CHE","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit","240",NULL,0,"Transient","224.5",1,2,"Check-Out","2016-07-22"
"City Hotel",0,8,2015,"October",40,2,2,4,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Contract","224.5",0,2,"Check-Out","2015-10-08"
"Resort Hotel",0,4,2017,"July",30,28,0,2,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","224.5",0,1,"Check-Out","2017-07-30"
"Resort Hotel",0,284,2016,"July",31,30,2,5,2,3,0,"BB","PRT","Direct","Direct",0,0,0,"H","H",0,"No Deposit","250",NULL,0,"Transient","224.5",1,0,"Check-Out","2016-08-06"
"Resort Hotel",1,128,2017,"July",30,28,2,7,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","224.44",0,1,"Canceled","2017-05-21"
"Resort Hotel",1,98,2016,"July",30,23,2,5,2,0,0,"HB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","224.43",0,0,"Canceled","2016-04-30"
"Resort Hotel",0,152,2016,"July",29,13,1,4,3,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","242",NULL,0,"Transient","224.4",1,1,"Check-Out","2016-07-18"
"Resort Hotel",0,359,2017,"July",29,20,2,5,3,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,0,"E","E",1,"No Deposit","40",NULL,0,"Transient","224.39",0,2,"Check-Out","2017-07-27"
"Resort Hotel",1,221,2017,"August",33,15,1,5,1,0,0,"HB","FRA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","224.33",0,2,"Canceled","2017-01-09"
"City Hotel",1,17,2016,"March",13,26,2,1,2,2,0,"BB","NLD","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","224.33",0,0,"Canceled","2016-03-22"
"Resort Hotel",0,11,2017,"July",27,7,1,2,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","240",NULL,0,"Transient-Party","224.33",1,0,"Check-Out","2017-07-10"
"Resort Hotel",0,106,2017,"August",34,23,2,5,3,0,0,"HB","GBR","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","40",NULL,0,"Contract","224.25",0,0,"Check-Out","2017-08-30"
"Resort Hotel",0,90,2017,"July",28,12,2,5,1,1,1,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","242",NULL,0,"Transient","224.16",0,3,"Check-Out","2017-07-19"
"Resort Hotel",1,166,2017,"July",30,26,0,4,1,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","242",NULL,0,"Transient","224.16",0,0,"Canceled","2017-02-23"
"Resort Hotel",0,274,2017,"August",33,16,2,4,2,1,0,"HB","PRT","Direct","Direct",0,0,0,"C","C",0,"No Deposit","250",NULL,0,"Transient","224.1",1,3,"Check-Out","2017-08-22"
"City Hotel",1,46,2017,"May",18,1,1,2,3,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9",NULL,0,"Transient","224.1",0,1,"Canceled","2017-05-01"
"City Hotel",0,17,2016,"September",39,21,0,1,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"F","G",0,"No Deposit","9",NULL,0,"Transient","224.1",0,2,"Check-Out","2016-09-22"
"Resort Hotel",0,4,2016,"August",34,20,2,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250",NULL,0,"Transient","224.1",1,0,"Check-Out","2016-08-23"
"City Hotel",1,28,2016,"September",40,30,0,2,2,2,0,"BB","CHN","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","224.1",0,2,"Canceled","2016-09-19"
"City Hotel",0,211,2016,"October",41,7,0,2,3,0,0,"HB","ITA","Online TA","TA/TO",0,0,0,"E","E",3,"No Deposit","9",NULL,0,"Transient","224.1",0,2,"Check-Out","2016-10-09"
"City Hotel",0,17,2016,"September",39,21,0,1,2,2,0,"BB","CHN","Online TA","TA/TO",0,0,0,"F","G",0,"No Deposit","9",NULL,0,"Transient","224.1",0,2,"Check-Out","2016-09-22"
"Resort Hotel",0,31,2016,"August",35,22,1,5,3,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","241",NULL,0,"Transient","224.07",0,1,"Check-Out","2016-08-28"
"Resort Hotel",1,174,2016,"August",35,23,2,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","224",0,0,"Canceled","2016-03-03"
"City Hotel",1,18,2016,"October",42,10,1,2,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14",NULL,0,"Transient","224",0,0,"Canceled","2016-09-27"
"Resort Hotel",1,22,2016,"July",28,9,2,1,2,0,0,"BB","USA","Direct","Direct",0,0,0,"H","H",0,"No Deposit","250",NULL,0,"Transient","224",0,0,"Canceled","2016-06-20"
"Resort Hotel",1,109,2016,"July",29,16,2,5,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","224",0,0,"Canceled","2016-03-29"
"Resort Hotel",1,109,2016,"July",29,16,2,5,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","224",0,0,"Canceled","2016-03-29"
"City Hotel",1,9,2017,"April",13,1,2,4,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","224",0,0,"Canceled","2017-03-25"
"City Hotel",1,13,2017,"April",14,4,0,4,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","224",0,0,"Canceled","2017-03-25"
"City Hotel",1,24,2017,"April",15,13,0,3,2,2,0,"BB","ESP","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","224",0,0,"Canceled","2017-03-28"
"Resort Hotel",1,100,2016,"August",32,6,2,6,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",1,"No Deposit","240",NULL,0,"Transient","224",0,0,"Canceled","2016-05-10"
"Resort Hotel",1,132,2016,"August",33,11,0,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","224",0,0,"Canceled","2016-04-16"
"City Hotel",1,103,2017,"April",17,23,2,1,2,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","83",NULL,0,"Transient","224",0,0,"Canceled","2017-04-16"
"City Hotel",1,35,2017,"April",17,23,2,2,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","224",0,0,"Canceled","2017-03-19"
"City Hotel",1,37,2017,"April",17,24,1,2,2,2,0,"BB","USA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","224",0,0,"Canceled","2017-03-18"
"City Hotel",1,36,2017,"April",17,24,1,3,2,2,0,"BB","CHE","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","224",0,0,"Canceled","2017-03-24"
"Resort Hotel",1,12,2016,"August",33,11,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","224",0,0,"Canceled","2016-08-03"
"Resort Hotel",0,21,2017,"August",34,25,2,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","224",0,2,"Check-Out","2017-08-29"
"Resort Hotel",0,12,2017,"August",34,21,1,1,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","E",0,"No Deposit","240",NULL,0,"Transient","224",0,3,"Check-Out","2017-08-23"
"Resort Hotel",0,8,2017,"August",33,17,1,3,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","250",NULL,0,"Transient-Party","224",1,2,"Check-Out","2017-08-21"
"Resort Hotel",1,181,2017,"July",30,24,1,4,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","224",0,0,"Canceled","2017-01-25"
"Resort Hotel",1,181,2017,"July",30,24,1,4,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","224",0,0,"Canceled","2017-01-25"
"Resort Hotel",1,190,2017,"July",30,24,3,8,3,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","242",NULL,0,"Transient","224",0,1,"Canceled","2017-01-27"
"Resort Hotel",0,3,2017,"August",32,6,2,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","224",0,2,"Check-Out","2017-08-11"
